"Worksheet exported from: C:\Users\icpoes\Documents\Agilent\ICP Expert\My Results\roasted_coffees_QC.esws"
"Instrument name",""
"Software version","7.7.0.13059"
"Firmware version",""

""
"Label","Rack:Tube","Type","Measurement","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Te 238.579","Te","u","0.00","0.00","ppm","33.97","0.01","527.76","13.12","38.61","10.74","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","36.4569405148152","1033.82782709224","-","","","","","","","3","-0.01","0.00","0.01","21.73","32.36","47.82","u","u",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Tl 190.794","Tl","u","0.00","0.00","ppm","-1.53","0.00","27.20","1.36","89.09","6.07","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","3.47980490572395","2677.893773548","-","","","","","","","3","0.00","0.00","0.00","-3.10","-0.85","-0.64","u","u","u"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Tl 190.807","Tl","","Uncal","Uncal","ppm","24.03","-","-","1.58","6.57","20.10","1","1","1","-","Weighted Linear Through None","0.99994","Fitted","-","5.58167071694504","1333.83986661207","-","","","","","","","3","Uncal","Uncal","Uncal","25.49","22.36","24.24","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Tl 276.789","Tl","","Uncal","Uncal","ppm","17.99","-","-","11.82","65.72","33.37","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-16.5410540442681","1673.71268732874","-","","","","","","","3","Uncal","Uncal","Uncal","27.93","4.92","21.11","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Tl 351.923","Tl","u","0.00","0.00","ppm","24.42","0.00","118.55","10.29","42.15","9.24","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","15.7355892584922","3191.99208194011","-","","","","","","","3","0.00","0.00","0.00","29.17","31.48","12.61","","","u"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Tl 377.572","Tl","u","0.00","0.00","ppm","97.07","0.00","342.14","10.15","10.46","12.11","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","94.1035411299813","4763.637213979","-","","","","","","","3","0.00","0.00","0.00","85.57","104.79","100.85","u","",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","V 268.796","V","","0.00","0.00","ppm","37.85","0.00","44.88","10.66","28.16","4.55","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","14.1054681632438","37563.0065626697","-","","","","","","","3","0.00","0.00","0.00","45.62","42.24","25.70","","",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","V 292.401","V","","0.00","0.00","ppm","42.65","0.00","34.82","11.11","26.05","4.25","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","10.7425833272337","45375.3294564539","-","","","","","","","3","0.00","0.00","0.00","31.73","53.94","42.26","","",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","V 309.310","V","","0.04","0.04","ppm","2345.21","0.00","1.65","39.03","1.66","8.31","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-16.4933803632473","59704.2312021893","-","","","","","","","3","0.04","0.04","0.04","2387.70","2310.95","2336.96","","",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","V 311.070","V","","Uncal","Uncal","ppm","70.32","-","-","4.25","6.05","16.42","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","17.9252671347349","56283.3649139654","-","","","","","","","3","Uncal","Uncal","Uncal","70.61","74.42","65.93","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","V 311.837","V","","0.00","0.00","ppm","25.11","0.00","49.38","13.55","53.98","8.30","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-2.33808814342154","64393.4479865073","-","","","","","","","3","0.00","0.00","0.00","14.88","19.96","40.48","","",""
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Zn 202.548","Zn","","Uncal","Uncal","ppm","7345.83","-","-","27.96","0.38","16.27","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","19.5483670681794","65369.1816576621","-","","","","","","","3","Uncal","Uncal","Uncal","7374.23","7344.93","7318.32","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Zn 206.200","Zn","","Uncal","Uncal","ppm","1584.76","-","-","13.01","0.82","18.14","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","16.7848902293641","13560.5801048769","-","","","","","","","3","Uncal","Uncal","Uncal","1598.72","1572.98","1582.58","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Zn 213.857","Zn","","Uncal","Uncal","ppm","9968.11","-","-","21.34","0.21","14.07","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","64.0715301245584","89526.3522763993","-","","","","","","","3","Uncal","Uncal","Uncal","9944.77","9972.94","9986.63","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Zn 330.258","Zn","","Uncal","Uncal","ppm","52.12","-","-","4.03","7.74","27.37","1","1","1","-","Weighted Linear Through None","0.99981","Fitted","-","-7.44503853561378","440.323885640273","-","","","","","","","3","Uncal","Uncal","Uncal","56.77","49.96","49.62","Uncal","Uncal","Uncal"
"500 mg Papua New Guinea 1","2:7","Sample","Original","5/6/2025 4:28:40 PM","Zn 334.502","Zn","","Uncal","Uncal","ppm","481.26","-","-","28.62","5.95","21.88","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","40.0030718840883","3916.85568506314","-","","","","","","","3","Uncal","Uncal","Uncal","484.01","451.37","508.41","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ag 224.641","Ag","","Uncal","Uncal","ppm","46.16","-","-","13.74","29.76","21.27","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","28.3244902956599","819.516689803016","-","","","","","","","3","Uncal","Uncal","Uncal","57.26","30.80","50.43","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ag 241.318","Ag","u","0.01","0.01","ppm","21.08","0.01","187.29","13.54","64.24","8.92","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","13.8511156670021","905.213461267094","-","","","","","","","3","0.02","-0.01","0.01","32.21","6.00","25.03","","u",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ag 243.779","Ag","","Uncal","Uncal","ppm","15.92","-","-","3.57","22.43","14.89","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","16.018100310062","1067.18931193031","-","","","","","","","3","Uncal","Uncal","Uncal","17.54","11.82","18.39","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ag 328.068","Ag","","0.00","0.00","ppm","25.94","0.00","73.46","16.12","62.13","6.03","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","4.00063834884759","82937.2573814629","-","","","","","","","3","0.00","0.00","0.00","11.09","23.65","43.08","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ag 338.289","Ag","","0.01","0.01","ppm","33.44","0.00","19.06","5.21","15.59","9.04","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","6.08299315467855","4629.36466660917","-","","","","","","","3","0.01","0.00","0.01","32.54","28.74","39.05","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Al 167.019","Al","","Uncal","Uncal","ppm","2.06","-","-","1.74","84.75","","1","1","1","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","Uncal","Uncal","Uncal","4.06","0.85","1.27","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Al 237.312","Al","","Uncal","Uncal","ppm","134.43","-","-","8.62","6.42","19.55","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-28.3083531658092","4937.3598332001","-","","","","","","","3","Uncal","Uncal","Uncal","130.88","144.27","128.15","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Al 308.215","Al","","0.02","0.02","ppm","2136.35","0.00","10.19","23.42","1.10","10.53","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","1906.51424519208","9723.88144401386","-","","","","","","","3","0.02","0.03","0.02","2139.48","2158.05","2111.53","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Al 394.401","Al","","0.03","0.03","ppm","1074.98","0.00","3.64","19.25","1.79","9.21","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","546.507986329028","16748.8623512397","-","","","","","","","3","0.03","0.03","0.03","1052.79","1084.95","1087.20","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Al 396.152","Al","","Uncal","Uncal","ppm","1609.14","-","-","48.17","2.99","10.81","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","49.8467791461444","55347.9340493821","-","","","","","","","3","Uncal","Uncal","Uncal","1654.24","1614.75","1558.41","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","As 188.980","As","","Uncal","Uncal","ppm","8.91","-","-","3.61","40.50","12.82","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-15.5523326393484","2661.95898451672","-","","","","","","","3","Uncal","Uncal","Uncal","8.82","12.57","5.35","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","As 193.696","As","","0.01","0.01","ppm","17.33","0.00","43.79","9.46","54.58","8.56","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-4.27288058386318","3143.28679025901","-","","","","","","","3","0.01","0.01","0.00","28.05","13.77","10.17","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","As 197.198","As","","Uncal","Uncal","ppm","16.39","-","-","4.84","29.53","16.14","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","3.46015745412797","1295.96393839439","-","","","","","","","3","Uncal","Uncal","Uncal","11.36","16.79","21.02","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","As 228.812","As","","0.00","0.00","ppm","42.23","0.00","31.50","7.97","18.88","5.20","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","16.9236804069326","12338.3345118759","-","","","","","","","3","0.00","0.00","0.00","38.45","36.85","51.39","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","As 234.984","As","","Uncal","Uncal","ppm","161.71","-","-","5.20","3.22","31.19","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","116.420470255263","1860.0368996676","-","","","","","","","3","Uncal","Uncal","Uncal","167.68","159.30","158.16","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","B 182.577","B","","Uncal","Uncal","ppm","332.54","-","-","4.23","1.27","113.52","1","1","1","-","Weighted Linear Through None","0.89688","Fitted","-","2693.44516504999","5842.02046479558","-","","","","","","","3","Uncal","Uncal","Uncal","337.38","330.65","329.59","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","B 208.889","B","","Uncal","Uncal","ppm","256.02","-","-","12.26","4.79","62.66","1","1","1","-","Weighted Linear Through None","0.89688","Fitted","-","1903.5794426053","4403.06911554322","-","","","","","","","3","Uncal","Uncal","Uncal","246.63","251.54","269.88","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","B 208.956","B","","Uncal","Uncal","ppm","427.15","-","-","7.37","1.73","72.53","1","1","1","-","Weighted Linear Through None","0.89383","Fitted","-","3334.47916904287","7573.10374824204","-","","","","","","","3","Uncal","Uncal","Uncal","420.10","434.80","426.54","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","B 249.678","B","","Uncal","Uncal","ppm","2250.67","-","-","46.60","2.07","116.75","1","1","1","-","Weighted Linear Through None","0.89706","Fitted","-","18496.3923377988","40435.0672548921","-","","","","","","","3","Uncal","Uncal","Uncal","2206.14","2299.10","2246.77","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","B 249.772","B","","Uncal","Uncal","ppm","4160.57","-","-","67.43","1.62","30.34","1","1","1","-","Weighted Linear Through None","0.89718","Fitted","-","31517.2838986966","76597.4722617362","-","","","","","","","3","Uncal","Uncal","Uncal","4082.90","4204.07","4194.74","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ba 230.424","Ba","","0.01","0.01","ppm","1147.52","0.00","1.69","18.95","1.65","1.45","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","25.7694783960816","95643.957401912","-","","","","","","","3","0.01","0.01","0.01","1125.66","1157.50","1159.40","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ba 233.527","Ba","","0.01","0.01","ppm","1418.87","0.00","1.08","15.13","1.07","1.46","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","21.8327540423689","118595.758166904","-","","","","","","","3","0.01","0.01","0.01","1410.33","1436.34","1409.95","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ba 455.403","Ba","","0.01","0.01","ppm","31728.48","0.00","0.35","109.70","0.35","1.66","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","245.877375861725","2654458.60341707","-","","","","","","","3","0.01","0.01","0.01","31678.17","31854.32","31652.96","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ba 493.408","Ba","","0.01","0.01","ppm","29585.40","0.00","0.33","97.46","0.33","2.73","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","105.366658265735","2484351.52519671","-","","","","","","","3","0.01","0.01","0.01","29630.10","29652.50","29473.61","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ba 614.171","Ba","","0.01","0.01","ppm","15000.07","0.00","1.26","188.22","1.25","2.25","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","107.085017114395","1294150.53916722","-","","","","","","","3","0.01","0.01","0.01","14782.73","15109.43","15108.05","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Be 234.861","Be","u","0.00","0.00","ppm","12.56","0.00","478.01","5.23","41.62","6.36","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","13.6489012121675","557200.023427432","-","","","","","","","3","0.00","0.00","0.00","12.19","7.52","17.96","u","u",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Be 249.473","Be","u","0.00","0.00","ppm","27.99","0.00","191.44","7.52","26.87","8.33","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","24.0591551655043","23561.4707577952","-","","","","","","","3","0.00","0.00","0.00","36.08","26.67","21.21","","","u"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Be 265.062","Be","","0.00","0.00","ppm","15.30","0.00","11.94","4.45","29.08","6.94","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-21.9668852890757","7773.59730329364","-","","","","","","","3","0.01","0.00","0.00","20.39","12.10","13.43","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Be 313.042","Be","u","0.00","0.00","ppm","529.77","0.00","46.32","14.27","2.69","3.42","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","560.580420864678","3193179.22937054","-","","","","","","","3","0.00","0.00","0.00","544.39","515.87","529.05","u","u","u"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Be 313.107","Be","u","0.00","0.00","ppm","-0.71","0.00","202.16","5.72","> 100.00","5.37","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","2.12107621150248","1623189.60192","-","","","","","","","3","0.00","0.00","0.00","-3.41","-4.58","5.86","u","u",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Bi 190.171","Bi","","0.01","0.01","ppm","9.73","0.00","17.00","1.04","10.73","2.52","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","3.59121674783945","662.489877104207","-","","","","","","","3","0.01","0.01","0.01","10.88","8.83","9.49","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Bi 206.163","Bi","","0.00","0.00","ppm","13.52","0.00","47.44","4.80","35.50","3.14","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","3.40516074408515","6079.6431971018","-","","","","","","","3","0.00","0.00","0.00","13.77","18.19","8.60","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Bi 222.821","Bi","","Uncal","Uncal","ppm","33.24","-","-","4.60","13.83","11.12","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","19.4545445354304","1617.60319516582","-","","","","","","","3","Uncal","Uncal","Uncal","27.95","36.28","35.48","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Bi 223.061","Bi","u","0.00","0.00","ppm","10.61","0.00","136.56","6.84","64.44","7.24","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.60166035326417","4426.4199607802","-","","","","","","","3","0.00","0.00","0.00","3.46","17.08","11.28","u","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Bi 306.771","Bi","","Uncal","Uncal","ppm","20041.81","-","-","78.59","0.39","36.31","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","19815.1470961799","8111.5516277561","-","","","","","","","3","Uncal","Uncal","Uncal","20078.03","20095.77","19951.64","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ca 315.887","Ca","","Uncal","Uncal","ppm","24923.34","-","-","65.10","0.26","19.41","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","52.3428920030827","17677.8612701051","-","","","","","","","3","Uncal","Uncal","Uncal","24867.51","24994.85","24907.65","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ca 317.933","Ca","","Uncal","Uncal","ppm","95084.15","-","-","316.72","0.33","16.89","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","390.68116376014","66028.5225378378","-","","","","","","","3","Uncal","Uncal","Uncal","94726.60","95329.48","95196.36","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ca 393.366","Ca","","Uncal","Uncal","ppm","4730228.39","-","-","4173.84","0.09","29.22","1","1","1","-","Weighted Linear Through None","0.99987","Fitted","-","8643.09852172228","3278839.33547221","-","","","","","","","3","Uncal","Uncal","Uncal","4728633.35","4734964.55","4727087.28","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ca 396.847","Ca","","Uncal","Uncal","ppm","8002760.95","-","-","16006.75","0.20","24.71","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","14343.5467198094","5587238.53730268","-","","","","","","","3","Uncal","Uncal","Uncal","8005092.42","8017474.12","7985716.33","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Ca 422.673","Ca","","1.49","1.49","ppm","386178.16","0.02","1.26","4869.44","1.26","9.38","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","630.070393845016","259000.249293185","-","","","","","","","3","1.47","1.49","1.51","381238.83","386321.10","390974.55","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cd 214.439","Cd","","0.00","0.00","ppm","4.09","0.00","80.13","5.71","> 100.00","4.36","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.0339231792168","73012.9163119792","-","","","","","","","3","0.00","0.00","0.00","0.42","10.67","1.18","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cd 226.502","Cd","u","0.00","0.00","ppm","22.87","0.00","419.50","7.76","33.94","3.82","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","24.7159132935387","108785.072040905","-","","","","","","","3","0.00","0.00","0.00","30.71","22.70","15.19","","u","u"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cd 228.802","Cd","","0.00","0.00","ppm","29.70","0.00","8.54","12.26","41.27","6.04","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-113.837552909101","60632.0619840321","-","","","","","","","3","0.00","0.00","0.00","43.30","19.53","26.26","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cd 326.105","Cd","","Uncal","Uncal","ppm","167.14","-","-","13.72","8.21","18.56","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","178.299379811206","1289.36321754988","-","","","","","","","3","Uncal","Uncal","Uncal","182.98","159.49","158.96","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cd 361.051","Cd","","Uncal","Uncal","ppm","55.96","-","-","6.91","12.34","71.49","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","-63.0428991268409","3095.31399801395","-","","","","","","","3","Uncal","Uncal","Uncal","47.99","60.21","59.69","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Co 228.615","Co","","0.00","0.00","ppm","116.49","0.00","45.82","9.78","8.40","4.52","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","95.1433973422172","34387.947994769","-","","","","","","","3","0.00","0.00","0.00","105.95","118.23","125.28","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Co 230.786","Co","","0.00","0.00","ppm","10.45","0.00","92.04","4.96","47.47","2.93","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.06005237048885","29169.7923196409","-","","","","","","","3","0.00","0.00","0.00","6.37","9.01","15.97","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Co 231.160","Co","","0.00","0.00","ppm","17.67","0.00","14.53","3.00","17.01","2.55","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.01965813625247","18342.6922904249","-","","","","","","","3","0.00","0.00","0.00","16.26","15.63","21.12","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Co 237.863","Co","u","0.00","0.00","ppm","27.51","0.00","4711.31","3.45","12.55","3.58","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","27.439879287097","40889.9181356556","-","","","","","","","3","0.00","0.00","0.00","31.44","24.95","26.15","","u","u"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Co 238.892","Co","u","0.00","0.00","ppm","14.13","0.00","283.49","7.12","50.41","3.75","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","11.6190917205884","32867.2316593313","-","","","","","","","3","0.00","0.00","0.00","6.41","20.44","15.55","u","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cr 205.560","Cr","","0.00","0.00","ppm","21.83","0.00","29.69","4.65","21.28","3.98","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","6.17951254302295","31067.2827689319","-","","","","","","","3","0.00","0.00","0.00","26.57","17.28","21.65","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cr 206.158","Cr","","0.00","0.00","ppm","15.19","0.00","38.15","5.43","35.79","3.05","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","0.94129691795348","9367.42533855283","-","","","","","","","3","0.00","0.00","0.00","18.25","18.40","8.91","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cr 206.550","Cr","","0.00","0.00","ppm","35.49","0.00","13.33","3.02","8.51","3.41","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","12.8435199835379","21637.7307693486","-","","","","","","","3","0.00","0.00","0.00","38.68","35.11","32.68","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cr 267.716","Cr","","0.00","0.00","ppm","38.88","0.00","32.24","13.29","34.19","4.13","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-2.34993909172056","73245.5048342338","-","","","","","","","3","0.00","0.00","0.00","29.62","32.91","54.12","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cr 283.563","Cr","","0.00","0.00","ppm","978.77","0.00","47.70","10.86","1.11","4.70","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","955.992347875022","119974.111662295","-","","","","","","","3","0.00","0.00","0.00","990.51","969.07","976.73","","",""
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cs 455.522","Cs","","Uncal","Uncal","ppm","209.52","-","-","34.45","16.44","14650.02","1","1","1","-","Weighted Linear Through None","0.88674","Fitted","-","168.999430422409","11.1203702027049","-","","","","","","","3","Uncal","Uncal","Uncal","223.02","235.17","170.37","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cs 459.311","Cs","","Uncal","Uncal","ppm","94.66","-","-","39.80","42.05","489.50","1","1","1","-","Weighted Linear Through None","0.89129","Fitted","-","64.2211477330459","30.422086963777","-","","","","","","","3","Uncal","Uncal","Uncal","140.46","75.05","68.48","Uncal","Uncal","Uncal"
"Bean Papua New Guinea 1","2:8","Sample","Original","5/6/2025 4:30:36 PM","Cs 672.328","Cs","","Uncal","Uncal","ppm","9032.52","-","-","69.75","0.77","2797.87","1","1","1","-","Weighted Linear Through None","0.91018","Fitted","-","9230.81120953896","92.2225359519152","-","","","","","","","3","Uncal","Uncal","Uncal","9030.50","8963.81","9103.26","Uncal","Uncal","Uncal"
